"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Hybridization Assay Name"	"Array Design REF"	"Protocol REF"	"Scan Name"	"Image File"	"Array Data File"	"Array Data Matrix File"	"Protocol REF"	"Normalization Name"	"Derived Array Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Array Data Matrix File"	"Comment[Data Repository]"	"Comment[Data Record Accession]"
"41"	"RNA extraction"	"A704-41"	"labeling"	"A704-41"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-41"	"ATH1"	"data collection"	""	""	"A704-41.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"65"	"RNA extraction"	"A704-65"	"labeling"	"A704-65"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-65"	"ATH1"	"data collection"	""	""	"A704-65.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"6"	"RNA extraction"	"A704-06"	"labeling"	"A704-06"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-06"	"ATH1"	"data collection"	""	""	"A704-06.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"30"	"RNA extraction"	"A704-30"	"labeling"	"A704-30"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-30"	"ATH1"	"data collection"	""	""	"A704-30.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"54"	"RNA extraction"	"A704-54"	"labeling"	"A704-54"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-54"	"ATH1"	"data collection"	""	""	"A704-54.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"18"	"RNA extraction"	"A704-18"	"labeling"	"A704-18"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-18"	"ATH1"	"data collection"	""	""	"A704-18.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"42"	"RNA extraction"	"A704-42"	"labeling"	"A704-42"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-42"	"ATH1"	"data collection"	""	""	"A704-42.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"66"	"RNA extraction"	"A704-66"	"labeling"	"A704-66"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-66"	"ATH1"	"data collection"	""	""	"A704-66.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"1"	"RNA extraction"	"A704-01"	"labeling"	"A704-01"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-01"	"ATH1"	"data collection"	""	""	"A704-01.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"25"	"RNA extraction"	"A704-25"	"labeling"	"A704-25"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-25"	"ATH1"	"data collection"	""	""	"A704-25.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"49"	"RNA extraction"	"A704-49"	"labeling"	"A704-49"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-49"	"ATH1"	"data collection"	""	""	"A704-49.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"13"	"RNA extraction"	"A704-13"	"labeling"	"A704-13"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-13"	"ATH1"	"data collection"	""	""	"A704-13.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"37"	"RNA extraction"	"A704-37"	"labeling"	"A704-37"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-37"	"ATH1"	"data collection"	""	""	"A704-37.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"61"	"RNA extraction"	"A704-61"	"labeling"	"A704-61"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-61"	"ATH1"	"data collection"	""	""	"A704-61.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"2"	"RNA extraction"	"A704-02"	"labeling"	"A704-02"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-02"	"ATH1"	"data collection"	""	""	"A704-02.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"26"	"RNA extraction"	"A704-26"	"labeling"	"A704-26"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-26"	"ATH1"	"data collection"	""	""	"A704-26.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"50"	"RNA extraction"	"A704-50_2"	"labeling"	"A704-50_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-50_2"	"ATH1"	"data collection"	""	""	"A704-50_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"14"	"RNA extraction"	"A704-14"	"labeling"	"A704-14"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-14"	"ATH1"	"data collection"	""	""	"A704-14.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"38"	"RNA extraction"	"A704-38_2"	"labeling"	"A704-38_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-38_2"	"ATH1"	"data collection"	""	""	"A704-38_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"62"	"RNA extraction"	"A704-62"	"labeling"	"A704-62"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-62"	"ATH1"	"data collection"	""	""	"A704-62.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"9"	"RNA extraction"	"A704-09"	"labeling"	"A704-09"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-09"	"ATH1"	"data collection"	""	""	"A704-09.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"33"	"RNA extraction"	"A704-33_2"	"labeling"	"A704-33_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-33_2"	"ATH1"	"data collection"	""	""	"A704-33_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"57"	"RNA extraction"	"A704-57_2"	"labeling"	"A704-57_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-57_2"	"ATH1"	"data collection"	""	""	"A704-57_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"21"	"RNA extraction"	"A704-21"	"labeling"	"A704-21"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-21"	"ATH1"	"data collection"	""	""	"A704-21.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"45"	"RNA extraction"	"A704-45"	"labeling"	"A704-45"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-45"	"ATH1"	"data collection"	""	""	"A704-45.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"69"	"RNA extraction"	"A704-69"	"labeling"	"A704-69"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-69"	"ATH1"	"data collection"	""	""	"A704-69.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"10"	"RNA extraction"	"A704-10"	"labeling"	"A704-10"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-10"	"ATH1"	"data collection"	""	""	"A704-10.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"34"	"RNA extraction"	"A704-34_2"	"labeling"	"A704-34_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-34_2"	"ATH1"	"data collection"	""	""	"A704-34_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"58"	"RNA extraction"	"A704-58_2"	"labeling"	"A704-58_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-58_2"	"ATH1"	"data collection"	""	""	"A704-58_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"22"	"RNA extraction"	"A704-22"	"labeling"	"A704-22"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-22"	"ATH1"	"data collection"	""	""	"A704-22.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"46"	"RNA extraction"	"A704-46"	"labeling"	"A704-46"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-46"	"ATH1"	"data collection"	""	""	"A704-46.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"70"	"RNA extraction"	"A704-70"	"labeling"	"A704-70"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-70"	"ATH1"	"data collection"	""	""	"A704-70.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"11"	"RNA extraction"	"A704-11"	"labeling"	"A704-11"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-11"	"ATH1"	"data collection"	""	""	"A704-11.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"35"	"RNA extraction"	"A704-35"	"labeling"	"A704-35"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-35"	"ATH1"	"data collection"	""	""	"A704-35.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"59"	"RNA extraction"	"A704-59_2"	"labeling"	"A704-59_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-59_2"	"ATH1"	"data collection"	""	""	"A704-59_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"23"	"RNA extraction"	"A704-23_2"	"labeling"	"A704-23_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-23_2"	"ATH1"	"data collection"	""	""	"A704-23_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"47"	"RNA extraction"	"A704-47"	"labeling"	"A704-47"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-47"	"ATH1"	"data collection"	""	""	"A704-47.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"71"	"RNA extraction"	"A704-71"	"labeling"	"A704-71"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-71"	"ATH1"	"data collection"	""	""	"A704-71.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"12"	"RNA extraction"	"A704-12"	"labeling"	"A704-12"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-12"	"ATH1"	"data collection"	""	""	"A704-12.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"36"	"RNA extraction"	"A704-36"	"labeling"	"A704-36"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-36"	"ATH1"	"data collection"	""	""	"A704-36.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"60"	"RNA extraction"	"A704-60"	"labeling"	"A704-60"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-60"	"ATH1"	"data collection"	""	""	"A704-60.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"24"	"RNA extraction"	"A704-24_2"	"labeling"	"A704-24_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-24_2"	"ATH1"	"data collection"	""	""	"A704-24_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"48"	"RNA extraction"	"A704-48"	"labeling"	"A704-48"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-48"	"ATH1"	"data collection"	""	""	"A704-48.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"72"	"RNA extraction"	"A704-72"	"labeling"	"A704-72"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-72"	"ATH1"	"data collection"	""	""	"A704-72.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"7"	"RNA extraction"	"A704-07"	"labeling"	"A704-07"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-07"	"ATH1"	"data collection"	""	""	"A704-07.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"31"	"RNA extraction"	"A704-31"	"labeling"	"A704-31"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-31"	"ATH1"	"data collection"	""	""	"A704-31.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"55"	"RNA extraction"	"A704-55"	"labeling"	"A704-55"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-55"	"ATH1"	"data collection"	""	""	"A704-55.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"19"	"RNA extraction"	"A704-19_2"	"labeling"	"A704-19_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-19_2"	"ATH1"	"data collection"	""	""	"A704-19_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"43"	"RNA extraction"	"A704-43"	"labeling"	"A704-43"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-43"	"ATH1"	"data collection"	""	""	"A704-43.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"67"	"RNA extraction"	"A704-67"	"labeling"	"A704-67"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-67"	"ATH1"	"data collection"	""	""	"A704-67.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"8"	"RNA extraction"	"A704-08"	"labeling"	"A704-08"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-08"	"ATH1"	"data collection"	""	""	"A704-08.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"32"	"RNA extraction"	"A704-32"	"labeling"	"A704-32"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-32"	"ATH1"	"data collection"	""	""	"A704-32.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"56"	"RNA extraction"	"A704-56"	"labeling"	"A704-56"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-56"	"ATH1"	"data collection"	""	""	"A704-56.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"20"	"RNA extraction"	"A704-20"	"labeling"	"A704-20"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-20"	"ATH1"	"data collection"	""	""	"A704-20.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"44"	"RNA extraction"	"A704-44"	"labeling"	"A704-44"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-44"	"ATH1"	"data collection"	""	""	"A704-44.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
"68"	"RNA extraction"	"A704-68_2"	"labeling"	"A704-68_2"	"biotin"	"CHEBI"	"CHEBI:15956"	"nucleic acid hybridization"	"A704-68_2"	"ATH1"	"data collection"	""	""	"A704-68_2.CEL"	""	"normalization data transformation"	""	""	"data transformation"	""	""	"ArrayExpress"	"AEX"
